Invoice_ID,Branch,City,Customer_Type,Gender,Product_Line,Unit_Price,Quantity,Tax,Total,Date,Time,Payment,Rating
INV001008,B,Mandalay,Normal,Male,Sports & Travel,74.14,1,4.99,108.07,2023-11-20,12:51,Cash,4.4
INV001009,B,Yangon,Normal,Male,Sports & Travel,31.72,6,8.21,67.53,2023-05-22,18:32,Cash,7.4
INV001010,C,Naypyitaw,Normal,Male,Fashion Accessories,54.01,5,2.81,82.19,2023-09-21,14:17,Ewallet,5.9
INV001011,A,Mandalay,Member,Female,Food & Beverages,25.11,1,9.61,61.45,2023-08-22,19:47,Cash,8.1
INV001012,C,Yangon,Member,Male,Health & Beauty,54.09,8,9.51,89.06,2023-08-25,19:09,Ewallet,7.4
INV001013,B,Mandalay,Member,Male,Health & Beauty,71.06,7,3.8,175.88,2023-03-22,9:12,Ewallet,4.7
INV001014,B,Yangon,Normal,Male,Food & Beverages,40.89,4,1.48,89.71,2023-05-11,10:15,Ewallet,8.7
INV001015,A,Yangon,Member,Male,Fashion Accessories,99.46,1,1.88,330.62,2023-09-28,8:21,Cash,7.3
INV001016,B,Naypyitaw,Normal,Female,Home & Lifestyle,75.93,2,2.14,122.83,2023-01-01,14:07,Ewallet,9.4
INV001017,B,Mandalay,Member,Female,Home & Lifestyle,21.61,4,8.95,447.69,2023-12-18,13:07,Cash,7.2
INV001018,B,Mandalay,Normal,Male,Home & Lifestyle,15.77,5,3.31,56.04,2023-05-11,12:28,Ewallet,4.5
INV001019,A,Naypyitaw,Member,Male,Food & Beverages,85.19,8,1.31,410.03,2023-08-11,16:40,Ewallet,6.3
INV001020,A,Yangon,Member,Male,Sports & Travel,24.76,4,6.52,246.66,2023-11-26,11:50,Cash,4.7
INV001021,A,Naypyitaw,Normal,Male,Sports & Travel,63.08,4,6.33,429.65,2023-12-07,10:46,Credit card,6.6
INV001022,C,Yangon,Member,Male,Food & Beverages,43.58,5,4.18,248.49,2023-01-31,16:30,Ewallet,4.6
INV001023,C,Yangon,Normal,Female,Sports & Travel,20.2,8,9.76,268.77,2023-07-18,16:53,Cash,4.4
INV001024,C,Mandalay,Normal,Male,Fashion Accessories,95.64,5,7.84,475.45,2023-02-26,11:41,Ewallet,7.5
INV001025,C,Yangon,Member,Female,Health & Beauty,61.22,8,4.2,99.86,2023-05-12,11:48,Ewallet,5.5
INV001026,B,Mandalay,Member,Female,Electronic Accessories,73.47,4,4.61,476.9,2023-03-03,12:20,Credit card,5.8
INV001027,B,Yangon,Normal,Female,Food & Beverages,17.81,8,8.34,461.2,2023-03-30,16:59,Ewallet,7.4
INV001028,C,Naypyitaw,Normal,Male,Sports & Travel,55.15,8,8.04,71.59,2023-04-10,14:18,Credit card,9.5
INV001029,C,Mandalay,Normal,Male,Electronic Accessories,39.93,6,8.7,270.57,2023-11-09,17:35,Credit card,8.2
INV001030,A,Mandalay,Normal,Female,Sports & Travel,94.41,3,9.6,230.96,2023-12-27,11:42,Cash,7.3
INV001031,B,Yangon,Member,Female,Sports & Travel,14.47,9,2.08,478.7,2023-11-28,19:52,Credit card,5.2
INV001032,A,Naypyitaw,Member,Female,Food & Beverages,43.58,4,5.36,346.79,2023-06-03,11:20,Ewallet,6.0
INV001033,B,Mandalay,Member,Female,Electronic Accessories,24.74,4,6.11,433.55,2023-07-10,10:04,Cash,5.5
INV001034,B,Yangon,Normal,Female,Electronic Accessories,24.54,8,2.64,398.93,2023-08-30,17:10,Cash,5.8
INV001035,B,Naypyitaw,Member,Female,Health & Beauty,72.91,3,5.85,168.82,2023-04-03,17:22,Credit card,7.8
INV001036,A,Yangon,Member,Male,Food & Beverages,63.85,7,9.12,375.23,2023-10-02,14:58,Ewallet,6.4
INV001037,C,Yangon,Normal,Female,Sports & Travel,68.08,9,4.56,83.79,2023-05-28,11:54,Cash,9.6
INV001038,A,Naypyitaw,Member,Male,Sports & Travel,19.69,7,7.44,411.73,2023-02-10,14:57,Ewallet,8.6
INV001039,A,Mandalay,Normal,Female,Fashion Accessories,83.96,5,4.52,60.47,2023-11-17,9:50,Ewallet,4.0
INV001040,C,Mandalay,Member,Male,Health & Beauty,75.98,4,7.09,352.06,2023-03-22,14:42,Ewallet,6.9
INV001041,B,Mandalay,Normal,Female,Home & Lifestyle,53.01,4,7.67,147.33,2023-08-27,17:16,Cash,8.4
INV001042,C,Naypyitaw,Member,Female,Fashion Accessories,94.18,8,7.17,36.5,2023-10-19,10:59,Cash,7.4
INV001043,B,Yangon,Member,Female,Food & Beverages,53.75,3,1.95,67.7,2023-06-07,15:52,Ewallet,7.3
INV001044,C,Naypyitaw,Member,Female,Health & Beauty,38.23,8,8.48,436.29,2023-05-05,19:50,Ewallet,6.5
INV001045,A,Yangon,Normal,Male,Home & Lifestyle,86.09,9,9.33,178.27,2023-03-23,13:23,Cash,8.5
INV001046,A,Mandalay,Member,Male,Home & Lifestyle,11.34,4,1.18,451.22,2023-03-26,9:05,Cash,9.6
INV001047,A,Yangon,Normal,Female,Health & Beauty,15.53,9,2.05,482.79,2023-02-11,18:37,Cash,9.0
INV001048,C,Naypyitaw,Normal,Male,Fashion Accessories,91.18,4,2.41,245.58,2023-02-23,8:14,Ewallet,8.0
INV001049,B,Mandalay,Member,Male,Health & Beauty,55.44,7,1.43,281.15,2023-01-09,16:01,Cash,9.6
INV001050,A,Yangon,Member,Female,Sports & Travel,28.18,2,3.64,479.96,2023-09-11,19:08,Cash,6.6
INV001051,A,Naypyitaw,Member,Male,Home & Lifestyle,96.59,5,6.72,339.3,2023-12-05,11:24,Credit card,7.1
INV001052,C,Yangon,Member,Male,Electronic Accessories,20.05,4,4.43,62.87,2023-01-05,12:47,Credit card,8.9
INV001053,C,Yangon,Member,Male,Home & Lifestyle,60.75,9,6.04,480.47,2023-05-24,17:34,Credit card,8.9
INV001054,B,Mandalay,Member,Male,Fashion Accessories,87.92,7,5.55,26.97,2023-06-06,11:10,Credit card,5.8
INV001055,B,Naypyitaw,Normal,Male,Food & Beverages,21.47,3,5.74,44.97,2023-07-12,19:25,Credit card,9.7
INV001056,A,Naypyitaw,Normal,Female,Home & Lifestyle,84.0,9,6.11,220.79,2023-06-01,18:51,Credit card,4.3
INV001057,A,Mandalay,Normal,Male,Sports & Travel,87.92,3,9.1,40.29,2023-08-19,17:53,Cash,9.9
INV001058,B,Yangon,Normal,Male,Home & Lifestyle,69.87,3,4.25,147.32,2023-03-27,16:49,Ewallet,7.8
INV001059,B,Yangon,Member,Female,Electronic Accessories,12.79,1,8.86,114.44,2023-11-02,19:12,Ewallet,6.2
INV001060,B,Naypyitaw,Normal,Female,Sports & Travel,28.13,4,6.29,227.68,2023-10-09,11:44,Cash,6.9
INV001061,A,Naypyitaw,Member,Female,Sports & Travel,50.09,6,7.66,388.56,2023-03-13,18:38,Credit card,4.4
INV001062,A,Mandalay,Member,Male,Electronic Accessories,58.82,3,9.43,312.3,2023-09-26,9:52,Credit card,4.0
INV001063,C,Mandalay,Normal,Female,Electronic Accessories,73.53,1,3.75,271.94,2023-08-22,14:22,Cash,6.3
INV001064,C,Mandalay,Member,Male,Health & Beauty,85.59,3,9.32,339.18,2023-10-05,17:48,Credit card,5.0
INV001065,C,Yangon,Member,Female,Sports & Travel,42.25,3,9.08,154.43,2023-01-06,13:06,Ewallet,7.9
INV001066,B,Mandalay,Normal,Male,Fashion Accessories,14.64,7,9.14,350.26,2023-01-13,9:05,Ewallet,8.0
INV001067,B,Naypyitaw,Normal,Female,Sports & Travel,22.39,5,5.83,314.48,2023-06-22,12:45,Cash,7.2
INV001068,C,Yangon,Normal,Male,Electronic Accessories,27.51,2,1.57,248.65,2023-10-10,18:39,Credit card,8.2
INV001069,C,Yangon,Normal,Male,Electronic Accessories,46.42,7,1.34,215.01,2023-05-12,13:18,Credit card,7.9
INV001070,B,Naypyitaw,Member,Male,Food & Beverages,96.86,6,4.13,255.99,2023-03-08,9:47,Cash,6.2
INV001071,C,Mandalay,Normal,Female,Home & Lifestyle,11.41,9,9.19,440.13,2023-04-08,10:51,Ewallet,9.4
INV001072,A,Yangon,Normal,Male,Health & Beauty,49.84,6,8.43,273.9,2023-03-20,14:49,Ewallet,6.1
INV001073,C,Yangon,Normal,Female,Home & Lifestyle,54.85,9,9.82,128.69,2023-01-21,11:12,Ewallet,7.5
INV001074,B,Mandalay,Normal,Male,Food & Beverages,12.0,6,3.95,418.49,2023-10-29,10:02,Ewallet,5.7
INV001075,C,Yangon,Normal,Male,Fashion Accessories,27.75,6,8.79,246.95,2023-08-07,19:13,Credit card,8.2
INV001076,B,Naypyitaw,Normal,Female,Home & Lifestyle,26.71,3,8.53,124.3,2023-04-15,12:57,Ewallet,7.6
INV001077,C,Mandalay,Normal,Male,Fashion Accessories,14.28,5,1.46,419.51,2023-04-23,18:44,Cash,4.8
INV001078,B,Yangon,Normal,Male,Electronic Accessories,18.56,9,7.31,204.49,2023-12-30,15:33,Credit card,7.1
INV001079,C,Mandalay,Normal,Male,Sports & Travel,24.09,9,7.66,345.4,2023-04-20,11:02,Credit card,4.4
INV001080,A,Mandalay,Normal,Female,Sports & Travel,58.21,9,1.37,225.36,2023-07-28,8:48,Credit card,7.5
INV001081,C,Mandalay,Normal,Male,Fashion Accessories,87.06,4,2.77,189.97,2023-03-21,11:17,Credit card,4.8
INV001082,C,Yangon,Member,Male,Sports & Travel,27.13,7,3.84,31.95,2023-10-16,13:02,Cash,7.9
INV001083,B,Mandalay,Member,Female,Sports & Travel,30.5,7,6.12,361.45,2023-06-15,18:07,Ewallet,8.5
INV001084,A,Mandalay,Normal,Female,Electronic Accessories,47.79,7,2.31,484.58,2023-09-30,8:22,Ewallet,6.6
INV001085,A,Mandalay,Normal,Female,Health & Beauty,10.01,3,1.19,338.9,2023-03-03,19:18,Credit card,7.1
INV001086,A,Yangon,Member,Male,Fashion Accessories,58.72,3,3.57,407.99,2023-05-13,11:14,Cash,7.2
INV001087,B,Yangon,Member,Male,Fashion Accessories,42.09,8,9.05,343.9,2023-08-04,9:16,Cash,8.2
INV001088,B,Mandalay,Member,Female,Health & Beauty,70.16,6,9.44,236.87,2023-05-26,9:37,Cash,5.0
INV001089,C,Naypyitaw,Member,Female,Home & Lifestyle,11.29,4,9.43,84.04,2023-09-09,11:17,Ewallet,9.2
INV001090,B,Yangon,Member,Male,Health & Beauty,57.18,6,8.32,350.05,2023-07-19,16:23,Credit card,5.4
INV001091,C,Mandalay,Normal,Female,Health & Beauty,98.77,2,2.55,415.26,2023-07-02,14:30,Ewallet,4.3
INV001092,A,Mandalay,Member,Female,Food & Beverages,46.17,3,7.06,410.03,2023-07-03,18:28,Cash,6.1
INV001093,B,Yangon,Normal,Male,Sports & Travel,42.67,2,9.07,24.25,2023-02-16,12:44,Cash,8.6
INV001094,B,Naypyitaw,Normal,Male,Health & Beauty,25.64,4,9.45,160.49,2023-02-22,14:29,Credit card,5.5
INV001095,C,Mandalay,Normal,Male,Food & Beverages,28.08,7,7.22,300.66,2023-08-11,11:34,Credit card,9.8
INV001096,A,Naypyitaw,Normal,Male,Health & Beauty,89.85,1,6.08,322.82,2023-05-14,18:15,Cash,5.0
INV001097,A,Yangon,Normal,Male,Food & Beverages,92.79,3,2.54,241.2,2023-10-08,17:08,Cash,6.8
INV001098,A,Yangon,Normal,Female,Sports & Travel,40.42,3,7.0,143.16,2023-07-11,13:41,Ewallet,6.2
INV001099,B,Naypyitaw,Normal,Female,Food & Beverages,58.19,7,5.44,114.31,2023-10-23,19:05,Cash,4.8
INV001100,B,Naypyitaw,Normal,Male,Electronic Accessories,39.47,7,3.65,253.25,2023-06-03,18:05,Cash,8.0
INV001101,B,Yangon,Member,Male,Sports & Travel,66.65,1,8.97,283.97,2023-07-03,17:13,Cash,9.8
INV001102,A,Mandalay,Normal,Female,Fashion Accessories,66.63,3,3.83,27.7,2023-07-04,10:13,Credit card,7.2
INV001103,A,Naypyitaw,Member,Male,Home & Lifestyle,59.05,8,6.77,261.39,2023-12-25,12:29,Cash,4.7
INV001104,A,Mandalay,Member,Male,Food & Beverages,11.54,8,4.23,365.24,2023-05-15,9:28,Cash,5.3
INV001105,A,Mandalay,Normal,Female,Health & Beauty,81.47,3,3.01,110.37,2023-03-09,14:21,Credit card,7.6
INV001106,C,Yangon,Member,Male,Health & Beauty,15.46,8,8.39,123.55,2023-12-08,8:02,Cash,6.2
INV001107,A,Mandalay,Member,Male,Health & Beauty,38.4,8,8.56,342.53,2023-12-28,16:48,Cash,6.7
INV001108,C,Mandalay,Member,Male,Health & Beauty,69.05,9,3.11,176.89,2023-02-05,17:25,Cash,7.1
INV001109,B,Mandalay,Member,Female,Fashion Accessories,37.54,5,8.28,178.48,2023-06-12,16:36,Cash,5.9
INV001110,B,Mandalay,Member,Female,Sports & Travel,76.85,9,9.24,293.79,2023-01-30,15:38,Credit card,9.0
INV001111,C,Naypyitaw,Member,Female,Sports & Travel,83.05,9,8.2,214.99,2023-03-05,17:17,Ewallet,6.5
INV001112,A,Naypyitaw,Member,Male,Health & Beauty,85.38,6,3.79,48.48,2023-10-18,17:32,Ewallet,9.7
INV001113,B,Mandalay,Member,Male,Home & Lifestyle,72.05,6,2.62,107.67,2023-10-09,10:28,Ewallet,6.3
INV001114,B,Yangon,Member,Female,Electronic Accessories,15.33,4,8.81,439.43,2023-10-05,16:59,Cash,7.2
INV001115,A,Naypyitaw,Member,Female,Food & Beverages,49.54,8,6.63,235.25,2023-01-02,12:38,Ewallet,5.9
INV001116,C,Naypyitaw,Member,Female,Health & Beauty,74.89,7,2.43,495.88,2023-07-12,15:32,Credit card,6.5
INV001117,B,Naypyitaw,Member,Female,Food & Beverages,31.73,5,6.54,314.91,2023-07-31,18:30,Credit card,7.8
INV001118,B,Mandalay,Member,Female,Food & Beverages,47.92,7,8.96,196.07,2023-02-25,12:48,Ewallet,7.2
INV001119,A,Yangon,Normal,Female,Fashion Accessories,86.14,4,1.72,499.8,2023-12-23,11:56,Ewallet,6.9
INV001120,C,Yangon,Normal,Female,Electronic Accessories,43.05,1,2.23,363.41,2023-10-04,14:32,Ewallet,5.1
INV001121,C,Naypyitaw,Normal,Male,Food & Beverages,27.4,5,8.24,31.73,2023-11-15,10:49,Ewallet,6.8
INV001122,A,Yangon,Normal,Female,Sports & Travel,39.28,7,4.42,198.15,2023-11-24,9:39,Credit card,8.4
INV001123,B,Mandalay,Member,Male,Fashion Accessories,72.26,2,7.64,481.84,2023-07-14,10:02,Cash,5.9
INV001124,A,Mandalay,Normal,Male,Sports & Travel,78.75,4,7.95,336.25,2023-09-01,17:01,Ewallet,9.2
INV001125,A,Mandalay,Normal,Female,Home & Lifestyle,13.65,6,4.8,55.82,2023-01-22,13:06,Credit card,4.5
INV001126,A,Mandalay,Normal,Female,Home & Lifestyle,82.72,3,1.34,180.13,2023-10-06,13:08,Ewallet,6.3
INV001127,B,Yangon,Member,Male,Sports & Travel,82.38,4,3.85,415.7,2023-05-28,11:38,Ewallet,7.1
INV001128,C,Mandalay,Member,Male,Health & Beauty,68.61,7,1.42,138.44,2023-09-23,19:14,Ewallet,4.8
INV001129,A,Naypyitaw,Normal,Female,Home & Lifestyle,80.36,8,6.74,490.08,2023-04-11,13:03,Credit card,8.1
INV001130,A,Mandalay,Normal,Female,Electronic Accessories,38.6,3,8.98,269.04,2023-11-25,8:54,Ewallet,9.2
INV001131,B,Yangon,Member,Female,Electronic Accessories,55.72,2,9.59,94.46,2023-07-21,16:10,Cash,5.3
INV001132,B,Naypyitaw,Normal,Female,Electronic Accessories,41.74,7,7.68,54.71,2023-04-09,16:57,Ewallet,6.7
INV001133,A,Yangon,Normal,Female,Electronic Accessories,38.85,7,9.62,170.89,2023-10-10,14:57,Credit card,9.9
INV001134,C,Mandalay,Normal,Male,Electronic Accessories,28.0,1,9.29,373.55,2023-08-15,14:35,Credit card,5.5
INV001135,A,Naypyitaw,Member,Female,Health & Beauty,75.3,2,7.81,350.25,2023-01-17,19:32,Credit card,5.9
INV001136,C,Yangon,Member,Male,Health & Beauty,60.79,5,5.81,143.22,2023-11-02,15:49,Ewallet,6.4
INV001137,A,Mandalay,Normal,Male,Home & Lifestyle,52.3,8,5.96,287.62,2023-05-14,8:12,Credit card,4.1
INV001138,A,Naypyitaw,Normal,Female,Sports & Travel,63.01,4,2.42,399.01,2023-07-09,8:31,Credit card,6.3
INV001139,C,Naypyitaw,Member,Female,Health & Beauty,67.84,9,4.07,168.78,2023-10-29,17:42,Cash,7.7
INV001140,A,Mandalay,Normal,Male,Electronic Accessories,87.99,5,5.11,293.99,2023-04-23,9:48,Ewallet,8.6
INV001141,B,Yangon,Member,Female,Sports & Travel,75.57,7,5.78,424.45,2023-10-22,17:07,Cash,10.0
INV001142,A,Naypyitaw,Member,Female,Food & Beverages,45.91,8,8.84,409.22,2023-06-02,10:22,Cash,10.0
INV001143,A,Naypyitaw,Member,Male,Home & Lifestyle,80.43,9,1.69,87.68,2023-12-16,13:34,Cash,4.4
INV001144,C,Yangon,Member,Male,Health & Beauty,21.34,8,8.45,490.44,2023-08-13,16:13,Credit card,9.0
INV001145,A,Mandalay,Member,Female,Food & Beverages,80.98,6,3.8,262.43,2023-03-27,18:11,Cash,4.2
INV001146,A,Mandalay,Normal,Female,Sports & Travel,18.72,3,6.34,260.35,2023-07-29,17:10,Credit card,8.0
INV001147,A,Mandalay,Member,Male,Health & Beauty,62.71,3,3.41,195.43,2023-07-22,15:20,Cash,6.4
INV001148,B,Yangon,Member,Female,Electronic Accessories,63.61,6,4.63,293.52,2023-05-03,10:55,Credit card,8.5
INV001149,C,Yangon,Member,Male,Health & Beauty,59.49,4,7.36,459.52,2023-04-04,8:34,Credit card,8.9
INV001150,C,Mandalay,Member,Female,Health & Beauty,32.08,3,3.78,464.28,2023-02-14,19:52,Cash,6.6
INV001151,C,Mandalay,Normal,Male,Food & Beverages,72.46,2,5.6,276.94,2023-02-11,18:44,Credit card,5.4
INV001152,A,Mandalay,Member,Male,Health & Beauty,96.02,9,6.47,211.73,2023-08-28,19:12,Credit card,4.8
INV001153,C,Naypyitaw,Member,Female,Sports & Travel,65.75,8,6.56,272.68,2023-12-22,12:41,Credit card,7.3
INV001154,C,Mandalay,Member,Female,Fashion Accessories,57.94,9,6.17,158.92,2023-07-29,11:13,Credit card,8.8
INV001155,B,Naypyitaw,Normal,Male,Electronic Accessories,39.21,2,7.34,377.16,2023-05-08,10:07,Cash,8.1
INV001156,C,Mandalay,Member,Male,Home & Lifestyle,63.82,4,6.66,126.21,2023-11-25,17:57,Ewallet,9.2
INV001157,A,Yangon,Normal,Male,Fashion Accessories,35.91,2,3.36,147.06,2023-03-22,13:06,Credit card,8.2
INV001158,C,Naypyitaw,Member,Female,Electronic Accessories,62.22,2,6.7,224.87,2023-06-30,11:04,Cash,7.5
INV001159,B,Mandalay,Normal,Male,Sports & Travel,47.6,2,4.92,368.0,2023-03-10,14:03,Credit card,4.7
INV001160,A,Naypyitaw,Normal,Male,Food & Beverages,12.16,2,7.07,107.51,2023-10-19,17:29,Credit card,8.9
INV001161,B,Naypyitaw,Member,Female,Health & Beauty,79.74,8,1.9,339.18,2023-08-07,18:36,Credit card,4.1
INV001162,A,Yangon,Member,Female,Sports & Travel,59.67,5,5.95,441.82,2023-06-16,17:37,Credit card,6.4
INV001163,A,Naypyitaw,Member,Female,Health & Beauty,78.25,9,8.45,68.77,2023-04-03,8:22,Ewallet,9.0
INV001164,B,Mandalay,Normal,Male,Home & Lifestyle,67.59,5,8.11,38.79,2023-08-14,15:45,Credit card,7.9
INV001165,B,Naypyitaw,Normal,Male,Health & Beauty,39.01,2,4.41,316.52,2023-10-30,12:54,Ewallet,7.7
INV001166,B,Yangon,Normal,Female,Sports & Travel,44.06,3,7.06,297.61,2023-01-12,11:21,Credit card,6.7
INV001167,B,Yangon,Member,Male,Home & Lifestyle,97.03,6,6.76,189.82,2023-01-24,16:40,Credit card,5.9
INV001168,A,Mandalay,Member,Female,Food & Beverages,84.93,8,2.3,470.97,2023-02-01,19:25,Ewallet,5.7
INV001169,A,Yangon,Normal,Female,Electronic Accessories,64.21,6,1.47,499.91,2023-05-02,10:44,Cash,5.6
INV001170,A,Mandalay,Normal,Female,Home & Lifestyle,93.83,2,2.57,88.66,2023-03-23,15:53,Cash,4.4
INV001171,C,Naypyitaw,Member,Male,Sports & Travel,63.93,6,4.29,249.51,2023-05-25,19:00,Credit card,6.0
INV001172,B,Yangon,Member,Male,Food & Beverages,17.11,3,2.44,301.17,2023-05-19,8:42,Credit card,8.4
INV001173,A,Yangon,Member,Male,Sports & Travel,30.77,5,4.81,366.01,2023-12-21,16:45,Cash,9.6
INV001174,B,Yangon,Normal,Male,Electronic Accessories,83.95,3,7.42,151.42,2023-05-09,19:55,Cash,8.3
INV001175,B,Naypyitaw,Normal,Female,Health & Beauty,36.69,7,1.51,285.73,2023-07-20,12:59,Ewallet,8.2
INV001176,B,Naypyitaw,Member,Female,Electronic Accessories,91.56,4,6.5,427.6,2023-08-23,9:56,Ewallet,5.3
INV001177,A,Yangon,Normal,Female,Fashion Accessories,57.27,6,3.34,333.49,2023-01-25,18:44,Ewallet,8.0
INV001178,A,Mandalay,Normal,Female,Sports & Travel,69.25,8,1.93,359.76,2023-06-05,11:44,Cash,6.6
INV001179,B,Naypyitaw,Member,Male,Electronic Accessories,58.95,8,4.19,33.65,2023-01-26,13:07,Ewallet,4.7
INV001180,A,Yangon,Member,Male,Health & Beauty,30.16,5,7.99,169.81,2023-05-28,18:45,Credit card,9.4
INV001181,B,Naypyitaw,Member,Male,Food & Beverages,98.82,6,9.13,224.58,2023-07-14,12:33,Cash,5.9
INV001182,B,Naypyitaw,Member,Male,Food & Beverages,11.7,9,2.92,297.75,2023-08-20,14:46,Credit card,4.5
INV001183,C,Naypyitaw,Normal,Female,Fashion Accessories,14.0,7,9.73,297.07,2023-02-25,9:00,Credit card,7.2
INV001184,A,Yangon,Member,Female,Health & Beauty,53.9,9,9.91,466.02,2023-05-05,8:33,Cash,8.3
INV001185,B,Mandalay,Member,Female,Fashion Accessories,36.0,8,4.6,230.99,2023-06-30,17:06,Ewallet,9.1
INV001186,A,Yangon,Member,Male,Fashion Accessories,41.82,6,2.15,416.86,2023-03-29,17:22,Ewallet,9.6
INV001187,A,Mandalay,Normal,Female,Food & Beverages,41.3,6,7.69,256.38,2023-04-01,12:46,Cash,5.1
INV001188,A,Mandalay,Normal,Female,Sports & Travel,37.18,5,2.5,415.69,2023-02-19,12:58,Ewallet,4.9
INV001189,A,Yangon,Normal,Female,Electronic Accessories,62.52,3,8.25,442.57,2023-06-28,14:15,Credit card,4.1
INV001190,A,Mandalay,Member,Male,Home & Lifestyle,65.34,1,1.94,268.86,2023-09-25,15:04,Ewallet,9.4
INV001191,B,Naypyitaw,Normal,Female,Food & Beverages,53.26,7,5.19,282.49,2023-11-21,13:35,Credit card,6.7
INV001192,A,Yangon,Member,Female,Sports & Travel,29.41,9,2.61,365.53,2023-11-30,10:54,Credit card,7.7
INV001193,B,Mandalay,Normal,Female,Electronic Accessories,61.5,7,7.6,156.77,2023-01-30,13:16,Cash,6.5
INV001194,A,Yangon,Member,Female,Food & Beverages,98.12,2,5.38,312.18,2023-03-24,15:45,Cash,7.2
INV001195,B,Naypyitaw,Normal,Female,Food & Beverages,18.7,9,5.99,409.7,2023-10-25,14:48,Cash,9.6
INV001196,C,Mandalay,Member,Male,Home & Lifestyle,40.17,4,3.6,383.49,2023-02-06,12:49,Ewallet,4.8
INV001197,C,Mandalay,Member,Female,Health & Beauty,69.0,1,6.87,156.47,2023-11-29,13:30,Credit card,6.2
INV001198,C,Naypyitaw,Member,Male,Health & Beauty,41.22,3,4.92,188.41,2023-03-20,8:03,Cash,4.2
INV001199,B,Yangon,Member,Female,Health & Beauty,94.04,4,3.8,130.87,2023-08-29,15:50,Cash,4.1
INV001200,C,Naypyitaw,Normal,Female,Fashion Accessories,90.05,1,1.68,142.18,2023-10-27,19:46,Cash,4.0
INV001201,A,Mandalay,Normal,Male,Home & Lifestyle,77.39,1,3.08,221.61,2023-02-14,9:22,Ewallet,9.0
INV001202,B,Naypyitaw,Normal,Male,Sports & Travel,49.71,6,6.24,222.89,2023-09-02,18:18,Ewallet,9.0
INV001203,A,Mandalay,Member,Female,Electronic Accessories,82.77,7,7.97,396.94,2023-06-27,16:07,Credit card,8.1
INV001204,C,Mandalay,Member,Female,Electronic Accessories,59.89,3,9.48,22.16,2023-12-22,15:14,Credit card,6.0
INV001205,B,Naypyitaw,Normal,Male,Fashion Accessories,98.68,1,4.36,214.91,2023-09-01,11:52,Cash,5.8
INV001206,C,Yangon,Member,Male,Sports & Travel,68.09,7,8.63,471.15,2023-07-17,10:52,Credit card,7.6
INV001207,B,Yangon,Normal,Female,Sports & Travel,37.73,2,3.18,235.96,2023-03-12,9:39,Cash,8.2
INV001208,A,Yangon,Member,Male,Sports & Travel,39.5,8,9.11,396.32,2023-03-16,11:45,Ewallet,9.7
INV001209,A,Naypyitaw,Member,Female,Sports & Travel,82.21,3,9.99,166.21,2023-11-07,15:08,Credit card,8.5
INV001210,C,Yangon,Normal,Male,Home & Lifestyle,15.56,4,4.93,180.02,2023-11-30,16:26,Credit card,8.1
INV001211,A,Naypyitaw,Normal,Male,Home & Lifestyle,64.46,3,6.68,276.02,2023-03-16,12:47,Cash,8.9
INV001212,C,Naypyitaw,Normal,Male,Electronic Accessories,13.85,6,2.25,435.28,2023-05-27,17:44,Credit card,9.7
INV001213,B,Yangon,Normal,Female,Sports & Travel,39.51,7,3.41,295.19,2023-07-01,14:41,Credit card,5.1
INV001214,A,Mandalay,Member,Female,Fashion Accessories,63.99,3,2.39,165.9,2023-08-13,18:02,Credit card,9.1
INV001215,A,Mandalay,Member,Male,Home & Lifestyle,45.6,6,6.11,222.79,2023-08-08,18:57,Cash,4.7
INV001216,A,Mandalay,Normal,Male,Fashion Accessories,71.82,5,8.01,306.66,2023-01-16,16:50,Credit card,7.7
INV001217,B,Yangon,Normal,Male,Health & Beauty,17.65,1,5.2,225.7,2023-07-08,12:09,Cash,6.4
INV001218,C,Mandalay,Member,Male,Food & Beverages,67.27,9,1.36,93.49,2023-10-30,13:50,Cash,9.9
INV001219,A,Naypyitaw,Member,Female,Food & Beverages,95.41,2,8.11,255.24,2023-05-18,16:29,Cash,8.2
INV001220,C,Yangon,Normal,Male,Home & Lifestyle,17.66,1,5.61,216.58,2023-05-23,11:12,Credit card,6.6
INV001221,B,Yangon,Member,Male,Sports & Travel,47.6,7,8.39,25.01,2023-03-24,19:59,Credit card,4.7
INV001222,A,Yangon,Member,Female,Home & Lifestyle,51.73,1,9.12,174.46,2023-11-13,18:49,Credit card,8.7
INV001223,B,Yangon,Normal,Male,Health & Beauty,42.5,6,9.96,329.85,2023-12-11,10:18,Credit card,4.2
INV001224,C,Mandalay,Member,Male,Home & Lifestyle,96.79,7,4.39,273.44,2023-03-22,9:53,Cash,7.5
INV001225,B,Yangon,Member,Male,Fashion Accessories,17.62,3,3.24,211.82,2023-08-25,13:28,Ewallet,8.7
INV001226,A,Naypyitaw,Normal,Female,Sports & Travel,29.77,9,2.21,233.5,2023-06-08,11:19,Cash,6.2
INV001227,B,Naypyitaw,Member,Male,Health & Beauty,42.81,3,6.59,480.35,2023-02-11,15:09,Ewallet,9.0
INV001228,B,Mandalay,Normal,Female,Sports & Travel,64.96,2,6.19,252.86,2023-05-02,15:07,Cash,8.5
INV001229,C,Yangon,Normal,Male,Health & Beauty,56.99,2,4.84,84.51,2023-08-27,13:42,Ewallet,8.0
INV001230,B,Naypyitaw,Normal,Male,Food & Beverages,89.99,6,8.06,351.84,2023-04-20,13:14,Credit card,8.0
